ActivityName SubjectID tBodyAccMeanX tBodyAccMeanY tBodyAccMeanZ tBodyAccStdX tBodyAccStdY tBodyAccStdZ tGravityAccMeanX tGravityAccMeanY tGravityAccMeanZ tGravityAccStdX tGravityAccStdY tGravityAccStdZ tBodyAccJerkMeanX tBodyAccJerkMeanY tBodyAccJerkMeanZ tBodyAccJerkStdX tBodyAccJerkStdY tBodyAccJerkStdZ tBodyGyroMeanX tBodyGyroMeanY tBodyGyroMeanZ tBodyGyroStdX tBodyGyroStdY tBodyGyroStdZ tBodyGyroJerkMeanX tBodyGyroJerkMeanY tBodyGyroJerkMeanZ tBodyGyroJerkStdX tBodyGyroJerkStdY tBodyGyroJerkStdZ tBodyAccMagMean tBodyAccMagStd tGravityAccMagMean tGravityAccMagStd tBodyAccJerkMagMean tBodyAccJerkMagStd tBodyGyroMagMean tBodyGyroMagStd tBodyGyroJerkMagMean tBodyGyroJerkMagStd fBodyAccMeanX fBodyAccMeanY fBodyAccMeanZ fBodyAccStdX fBodyAccStdY fBodyAccStdZ fBodyAccJerkMeanX fBodyAccJerkMeanY fBodyAccJerkMeanZ fBodyAccJerkStdX fBodyAccJerkStdY fBodyAccJerkStdZ fBodyGyroMeanX fBodyGyroMeanY fBodyGyroMeanZ fBodyGyroStdX fBodyGyroStdY fBodyGyroStdZ fBodyAccMagMean fBodyAccMagStd fBodyBodyAccJerkMagMean fBodyBodyAccJerkMagStd fBodyBodyGyroMagMean fBodyBodyGyroMagStd fBodyBodyGyroJerkMagMean fBodyBodyGyroJerkMagStd
690 WALKING_UPSTAIRS 0.27205902 -0.021271356 -0.10063642 -0.99521892 -0.99197156 -0.99657104 -0.71824729 0.71111133 0.68862349 -0.99439039 -0.98893361 -0.98558872 0.076035903 0.013382995 -0.007992728 -0.99049702 -0.99305729 -0.99442248 -0.035839184 -0.074036713 0.059131448 -0.99576698 -0.9882587 -0.99737727 -0.095766701 -0.031586378 -0.051629454 -0.99705713 -0.99300463 -0.99530303 -0.99461891 -0.99580527 -0.99461891 -0.99580527 -0.99381926 -0.994684 -0.98499982 -0.99324165 -0.99527188 -0.9946964 -0.99325448 -0.99099548 -0.99591471 -0.99626481 -0.99192504 -0.99642938 -0.99009077 -0.99238197 -0.99366124 -0.99187077 -0.99453872 -0.99362662 -0.99530733 -0.98824826 -0.99596877 -0.99584013 -0.98825233 -0.99828398 -0.99570482 -0.99565194 -0.99428451 -0.99395514 -0.99449861 -0.99323569 -0.99519095 -0.99395679 6
691 WALKING_DOWNSTAIRS 0.27218141 -0.018131841 -0.10653995 -0.99025172 -0.98963756 -0.99086417 -0.27696099 0.86092969 0.46250077 -0.98350675 -0.99552311 -0.98885761 0.075641968 0.01578186 -0.0057857485 -0.98603844 -0.98378627 -0.99225312 -0.0059945848 -0.07581175 0.13680825 -0.98525592 -0.99346689 -0.95259146 -0.10502062 -0.041659812 -0.086847211 -0.99414437 -0.99559948 -0.98793134 -0.99333212 -0.98977683 -0.99333212 -0.98977683 -0.98908267 -0.98888447 -0.96775079 -0.95592432 -0.99517768 -0.99305942 -0.98719785 -0.98585978 -0.99135182 -0.99175322 -0.99162398 -0.99034641 -0.98510449 -0.98397722 -0.98935719 -0.98852462 -0.98468397 -0.9941089 -0.98554483 -0.99326514 -0.95561997 -0.98521356 -0.99356005 -0.95573928 -0.98902367 -0.99093191 -0.98896542 -0.98724538 -0.97435814 -0.9527771 -0.99363839 -0.992329 6
692 LAYING 0.27218259 -0.018254052 -0.10146461 -0.98843672 -0.97522091 -0.97007518 0.94806695 0.14960415 -0.0075930828 -0.99460834 -0.99604643 -0.99488536 0.079936831 0.016048762 -0.0074911727 -0.98492869 -0.97950022 -0.98246092 -0.036702316 -0.072544422 0.079013053 -0.96534307 -0.96009309 -0.97428779 -0.11442859 -0.045154173 -0.045398346 -0.97376359 -0.98314249 -0.98729511 -0.98151879 -0.98156448 -0.98151879 -0.98156448 -0.98417015 -0.98143317 -0.96360962 -0.94941857 -0.98279881 -0.98187421 -0.98581295 -0.97513432 -0.9751252 -0.98961973 -0.97572991 -0.96851014 -0.98558328 -0.97950556 -0.98096068 -0.98548762 -0.98094792 -0.98233788 -0.95833416 -0.96755157 -0.97365183 -0.96750835 -0.95619352 -0.9766941 -0.98054992 -0.98401748 -0.98137659 -0.98001634 -0.95815541 -0.95199551 -0.98182506 -0.98281515 4
693 WALKING_DOWNSTAIRS 0.2721901 -0.017178761 -0.10991247 -0.99406749 -0.99328996 -0.99264008 -0.27962596 0.86052731 0.46326012 -0.99725707 -0.99707412 -0.99636225 0.076391655 0.0048512642 -0.0081719211 -0.98962102 -0.99264089 -0.99101339 -0.021722348 -0.077036503 0.074851054 -0.99333861 -0.99800026 -0.98449919 -0.10188489 -0.041498349 -0.062985549 -0.99668733 -0.99779492 -0.99507976 -0.99552122 -0.99648768 -0.99552122 -0.99648768 -0.9916459 -0.99329433 -0.98960938 -0.99396235 -0.99759794 -0.99848033 -0.99261116 -0.9915537 -0.99162025 -0.99473107 -0.99364615 -0.9930658 -0.98988119 -0.99258603 -0.99004845 -0.99021878 -0.99323527 -0.99039785 -0.9931964 -0.99764716 -0.9863055 -0.99332528 -0.99820955 -0.98512556 -0.99561603 -0.99695465 -0.9915127 -0.99483433 -0.9952871 -0.99381855 -0.99849897 -0.99818921 6
694 WALKING_DOWNSTAIRS 0.27225339 -0.051844795 -0.13813305 -0.38309115 0.063489307 -0.30104259 0.93571607 -0.2661234 -0.18005588 -0.98871193 -0.98440264 -0.97378858 -0.35529847 0.18135102 0.38196865 -0.23047913 0.10239112 -0.4413666 -0.0069272175 -0.05150363 0.08854953 -0.55838016 -0.47118283 -0.46206268 0.065765499 0.091361945 -0.36573409 -0.29437376 -0.5079935 -0.52284452 -0.23040914 -0.24537865 -0.23040914 -0.24537865 -0.23587308 0.031632418 -0.43701204 -0.46804712 -0.49710547 -0.41305727 -0.26346461 0.1037706 -0.28242879 -0.43704994 -0.026361268 -0.36966024 -0.24236148 0.11929941 -0.35694142 -0.28740416 0.00037953519 -0.52812474 -0.41814475 -0.45595432 -0.33456061 -0.60302187 -0.48449633 -0.56036885 -0.19662692 -0.39139104 0.010785228 0.052080621 -0.45070187 -0.57572628 -0.47830245 -0.37573407 1
695 WALKING_UPSTAIRS 0.27225459 -0.025051205 -0.13318432 -0.99115349 -0.96354868 -0.97316133 0.88833105 -0.41194179 0.075492335 -0.99607584 -0.99233821 -0.96880022 0.07232242 -0.0040930707 0.0022683017 -0.98679902 -0.97633977 -0.98315362 -0.032800503 -0.090070366 0.11430315 -0.97998548 -0.98331456 -0.97736636 -0.098093802 -0.03135971 -0.051153105 -0.98633375 -0.98639137 -0.98506684 -0.97278247 -0.97340407 -0.97278247 -0.97340407 -0.98230467 -0.98736749 -0.97418211 -0.98141963 -0.98801891 -0.98567978 -0.98861582 -0.96663407 -0.97627432 -0.99236991 -0.96315009 -0.97245528 -0.98641512 -0.97693686 -0.98054747 -0.98847165 -0.97725064 -0.98430666 -0.97913434 -0.98077626 -0.97611518 -0.98029393 -0.98515793 -0.97972877 -0.9744553 -0.97575665 -0.98616213 -0.98789437 -0.9841708 -0.98245605 -0.98489458 -0.98743883 5
696 SITTING 0.27231528 -0.015412665 -0.1070142 -0.99576297 -0.98748439 -0.98043077 0.71033261 0.5208012 0.066280916 -0.99546136 -0.99396962 -0.98811268 0.076721436 0.011946664 -0.0089707091 -0.99404939 -0.99081234 -0.99670828 -0.026389368 -0.074991342 0.094463023 -0.99136945 -0.99387182 -0.98125008 -0.096088194 -0.04611977 -0.066410131 -0.99247883 -0.99747767 -0.99303714 -0.99059418 -0.99146129 -0.99059418 -0.99146129 -0.99564007 -0.9967137 -0.98987626 -0.98711634 -0.99585808 -0.99683424 -0.99516578 -0.98768683 -0.99020513 -0.99597329 -0.98704499 -0.97575782 -0.99445426 -0.99108905 -0.99609146 -0.99406425 -0.99108133 -0.99578753 -0.98901146 -0.99377179 -0.98257504 -0.99205726 -0.99389137 -0.9823329 -0.99193719 -0.99145548 -0.99650613 -0.9956505 -0.99058769 -0.98676238 -0.99671821 -0.99686359 4
697 WALKING 0.27239664 -0.023659196 -0.11324183 -0.99029079 -0.91634568 -0.97697957 0.92999424 -0.33243089 0.0097864055 -0.99427784 -0.9808254 -0.98118131 0.074625174 -0.0010039148 -0.0010324549 -0.99183393 -0.95993256 -0.98732861 -0.029931459 -0.10367303 0.12857404 -0.95766226 -0.97637097 -0.93155131 -0.099377535 -0.044195739 -0.062084648 -0.98376829 -0.98164155 -0.96315972 -0.96276865 -0.96963677 -0.96276865 -0.96963677 -0.98190103 -0.97943854 -0.95091631 -0.94437226 -0.97992228 -0.97918027 -0.99106322 -0.9388876 -0.9800546 -0.98979632 -0.91035717 -0.9759822 -0.99199261 -0.9597705 -0.98552886 -0.99235437 -0.96303846 -0.98761343 -0.96682214 -0.97498373 -0.93584991 -0.95608919 -0.97736339 -0.93622949 -0.97119809 -0.97226734 -0.97801148 -0.98010533 -0.96337904 -0.94236001 -0.98038417 -0.97862883 5
698 WALKING_DOWNSTAIRS 0.27240728 -0.085983504 -0.21536595 -0.73807539 -0.17724252 0.36411428 0.92746697 0.064106173 -0.066142816 -0.83402083 -0.85495124 -0.41902819 -0.0088919184 0.31583702 0.30620537 -0.76865146 -0.66639367 -0.79508728 -0.16747116 0.23694426 -0.39680911 -0.397871 -0.39252518 -0.26621101 -0.49032647 0.1287682 -0.17168727 -0.73976425 -0.83148606 -0.7568137 -0.22323268 -0.25950085 -0.22323268 -0.25950085 -0.74279421 -0.71576367 -0.30277349 -0.072694658 -0.80471518 -0.79465571 -0.71920616 -0.37082161 -0.30771005 -0.74577422 -0.14098711 0.53760559 -0.77124455 -0.66571855 -0.76854873 -0.78681665 -0.69144095 -0.82069199 -0.26754756 -0.56532239 -0.41663721 -0.43948703 -0.31101841 -0.2902105 -0.4354503 -0.29197177 -0.702202 -0.7340373 -0.3704126 -0.056794068 -0.80294837 -0.79811068 4
699 SITTING 0.27243408 -0.021554906 -0.12924009 -0.48391012 -0.015636416 -0.53527967 0.96205096 -0.12108573 0.13919264 -0.99484005 -0.96693689 -0.9799437 0.071909505 0.057533087 0.044118525 -0.36221737 -0.14864428 -0.69786231 0.029217628 -0.11590073 0.079272434 -0.4922621 -0.6540042 -0.63742175 -0.12695605 0.1305185 -0.036192638 -0.46601693 -0.76901499 -0.63004116 -0.31471361 -0.52298621 -0.31471361 -0.52298621 -0.37348169 -0.31390875 -0.48795589 -0.5723085 -0.66077845 -0.69267726 -0.54223282 -0.1385554 -0.60652446 -0.46248855 -0.017173468 -0.53310853 -0.491663 -0.28880667 -0.67072721 -0.29589834 -0.058321488 -0.72300119 -0.36027207 -0.63917525 -0.57351566 -0.53414168 -0.66588196 -0.694148 -0.47895454 -0.62341765 -0.32621692 -0.30265081 -0.61542718 -0.61599158 -0.6958138 -0.70979852 1
700 SITTING 0.27248973 -0.018007417 -0.10639905 -0.99524736 -0.99229538 -0.99325337 -0.43129185 0.96182382 0.21323557 -0.99571117 -0.99705274 -0.99731174 0.076285095 0.015526112 -0.0026870241 -0.99427969 -0.98719976 -0.99296879 -0.027431972 -0.072671944 0.087992097 -0.99571726 -0.97191047 -0.99613027 -0.09609187 -0.052162413 -0.052918484 -0.99706462 -0.99525551 -0.99774936 -0.99602756 -0.99669449 -0.99602756 -0.99669449 -0.99334739 -0.99338698 -0.98282998 -0.97927912 -0.99710217 -0.99655465 -0.99531091 -0.98968959 -0.9936547 -0.99509754 -0.99330131 -0.99260153 -0.99549111 -0.98876377 -0.99194907 -0.99336811 -0.98613754 -0.99244787 -0.99511178 -0.98301666 -0.99592238 -0.99583817 -0.96669869 -0.9964743 -0.99610466 -0.99689211 -0.99397316 -0.99099246 -0.98838684 -0.97727478 -0.99635625 -0.99674553 6
701 LAYING 0.27252292 -0.014373235 -0.10327779 -0.99379284 -0.97581139 -0.98170589 0.87774671 0.23907943 0.23116029 -0.99648356 -0.99275065 -0.99722912 0.078105273 -0.00077285121 0.0096826583 -0.98761617 -0.96705811 -0.9839291 -0.029775312 -0.066788135 0.081743342 -0.98764201 -0.98560758 -0.97733077 -0.093367862 -0.042188171 -0.05401301 -0.98426897 -0.98545869 -0.9750325 -0.98900407 -0.98162734 -0.98900407 -0.98162734 -0.98153335 -0.98080945 -0.98618024 -0.9763147 -0.98616233 -0.98109325 -0.99139362 -0.97170387 -0.97942218 -0.99504685 -0.97872945 -0.98390507 -0.98755998 -0.96748529 -0.98025803 -0.98879129 -0.9688665 -0.98643438 -0.9813715 -0.98311428 -0.97070398 -0.98975363 -0.98743915 -0.982045 -0.97786807 -0.98627567 -0.9818703 -0.97780349 -0.97655833 -0.98006519 -0.98378963 -0.97857685 4
702 WALKING_UPSTAIRS 0.27252874 -0.020954013 -0.11447249 -0.99678413 -0.97590627 -0.98659699 0.92555526 -0.31573741 0.12642607 -0.99514632 -0.98097747 -0.98127764 0.079175213 0.025020978 0.0020811765 -0.99554308 -0.99025204 -0.99328658 -0.024364328 -0.066695221 0.077032498 -0.99678549 -0.99530106 -0.99298656 -0.097698066 -0.037798123 -0.06105549 -0.99447485 -0.99720446 -0.99728901 -0.98844633 -0.9916242 -0.98844633 -0.9916242 -0.99389244 -0.99733962 -0.99373292 -0.99531712 -0.99734041 -0.99752463 -0.99647166 -0.9800731 -0.99040235 -0.99685732 -0.97423105 -0.98439586 -0.99622392 -0.99009836 -0.9929513 -0.99509637 -0.99115471 -0.99199541 -0.99480877 -0.99573837 -0.99304645 -0.99749001 -0.99496121 -0.99347137 -0.99355556 -0.9906142 -0.99740725 -0.99584704 -0.99587319 -0.99551314 -0.9973984 -0.99751892 5
703 SITTING 0.27255474 -0.014617518 -0.10001367 -0.99632569 -0.98943693 -0.97051084 0.854806 0.30046126 0.19782395 -0.99290746 -0.99204125 -0.97293962 0.078370587 0.014378456 -0.021302375 -0.99405553 -0.98737235 -0.99009628 -0.028137517 -0.075990732 0.088975279 -0.9950088 -0.97884687 -0.99582895 -0.098056424 -0.039121301 -0.05254297 -0.99222221 -0.99420693 -0.99766119 -0.9867915 -0.98471266 -0.9867915 -0.98471266 -0.99108393 -0.99487366 -0.9863681 -0.98612932 -0.99480901 -0.99616715 -0.9961214 -0.98779677 -0.97615127 -0.99632962 -0.98995772 -0.96858557 -0.99513786 -0.9862935 -0.98888171 -0.99330045 -0.98983494 -0.98975085 -0.99357143 -0.98810112 -0.99594905 -0.99541406 -0.9745342 -0.99605232 -0.98470138 -0.98603165 -0.9937503 -0.99563287 -0.99043763 -0.98546283 -0.99597096 -0.99632676 4
704 WALKING 0.27259354 -0.0057626503 -0.10852663 -0.99759621 -0.98565524 -0.99025442 0.92091184 0.10068558 0.24209162 -0.99396964 -0.97037881 -0.9894052 0.076248489 0.0033769274 -0.0018177305 -0.99444714 -0.99097569 -0.99337895 -0.039440463 -0.063406816 0.070231419 -0.98195847 -0.99439918 -0.94896476 -0.084539645 -0.043173881 -0.02190317 -0.99850615 -0.9967421 -0.9949672 -0.98813158 -0.99069687 -0.98813158 -0.99069687 -0.99443976 -0.99501703 -0.97284137 -0.96791044 -0.99729631 -0.99818549 -0.99707249 -0.9865746 -0.99188787 -0.99781942 -0.98494967 -0.98903792 -0.99514412 -0.99091155 -0.99204257 -0.99408211 -0.99170105 -0.99324527 -0.98048408 -0.99483925 -0.95353219 -0.98241061 -0.99406402 -0.95196537 -0.9911688 -0.99079507 -0.9946545 -0.99425289 -0.98287105 -0.96483771 -0.99817294 -0.99796384 4
705 WALKING_DOWNSTAIRS 0.27263222 -0.016716655 -0.10755375 -0.9880959 -0.98830459 -0.98381925 -0.27737213 0.86284441 0.45859135 -0.98850617 -0.99531764 -0.98301368 0.066321332 0.010892799 0.025020121 -0.98778933 -0.97934496 -0.99556736 -0.031728318 -0.056203666 0.082664626 -0.99584346 -0.99565352 -0.99368317 -0.098749391 -0.040302061 -0.055312558 -0.99307297 -0.99467867 -0.99332458 -0.98909045 -0.98961415 -0.98909045 -0.98961415 -0.98924687 -0.99085164 -0.99177941 -0.99409665 -0.99480269 -0.99554813 -0.98540013 -0.98408057 -0.98532084 -0.9893105 -0.99068566 -0.98320944 -0.98713058 -0.98059038 -0.99540102 -0.9897436 -0.97922346 -0.99411341 -0.99369225 -0.99468718 -0.99264612 -0.99656579 -0.99634731 -0.9945897 -0.98838833 -0.99117207 -0.99071024 -0.9896068 -0.99368624 -0.99537559 -0.99551733 -0.99546802 6
706 STANDING 0.27264024 -0.016228416 -0.10013735 -0.99224531 -0.95859169 -0.9741778 0.95898964 0.057478225 0.12010884 -0.9933742 -0.99069892 -0.97395616 0.077452182 0.0099175118 -0.008304096 -0.98901748 -0.97266462 -0.98720532 -0.027106222 -0.073525359 0.090641054 -0.98851321 -0.98060167 -0.9747447 -0.093563122 -0.045951576 -0.055276584 -0.97234321 -0.98306898 -0.97443109 -0.97937094 -0.97928075 -0.97937094 -0.97928075 -0.98395314 -0.98770978 -0.98195254 -0.97948768 -0.98032253 -0.98008079 -0.99029111 -0.96490668 -0.98043287 -0.99314677 -0.95697264 -0.9716378 -0.98905209 -0.97231117 -0.98392678 -0.98995052 -0.97510655 -0.98929607 -0.98009252 -0.97874642 -0.96933814 -0.99172734 -0.9819151 -0.9790593 -0.9800109 -0.98092505 -0.98592998 -0.98923738 -0.97809182 -0.98415811 -0.98015291 -0.9809777 4
707 WALKING_DOWNSTAIRS 0.27267681 -0.017661164 -0.12805853 -0.97969903 -0.92931897 -0.94001421 0.9363432 -0.30874001 -0.05562234 -0.99614949 -0.99494047 -0.96789148 0.088598263 0.026792723 -0.017715462 -0.97765901 -0.95953587 -0.97408734 -0.011205624 -0.11837187 0.073917616 -0.90183066 -0.91522192 -0.84179847 -0.076288783 -0.032766129 -0.10330265 -0.94862069 -0.97431537 -0.95120416 -0.95528084 -0.95397583 -0.95528084 -0.95397583 -0.97091989 -0.97416776 -0.873954 -0.90029508 -0.96226957 -0.97254232 -0.97911375 -0.93922929 -0.95063931 -0.97978255 -0.92780797 -0.93784097 -0.97631968 -0.96009771 -0.9686551 -0.98141307 -0.96171607 -0.9784975 -0.90266625 -0.94482968 -0.87349836 -0.90267623 -0.90154362 -0.84685637 -0.95906649 -0.95708447 -0.97017646 -0.9792391 -0.926054 -0.90106716 -0.97339506 -0.97289466 5
708 WALKING_DOWNSTAIRS 0.27270038 -0.017679919 -0.10441484 -0.99729655 -0.9972987 -0.9894406 -0.28332587 0.85994309 0.46465365 -0.99505013 -0.99647538 -0.99177221 0.07579852 0.014316223 0.0056509674 -0.99563387 -0.9937405 -0.98981911 -0.031315998 -0.076944788 0.064657144 -0.99666112 -0.99811713 -0.99512722 -0.099039289 -0.041149621 -0.050294677 -0.99616512 -0.99879204 -0.99553797 -0.99644178 -0.99573397 -0.99644178 -0.99573397 -0.99351683 -0.99461301 -0.9920116 -0.99498861 -0.99804222 -0.99882012 -0.99751962 -0.99542518 -0.98753341 -0.99708846 -0.99753602 -0.99078577 -0.99606313 -0.9935972 -0.98691443 -0.99547304 -0.99438259 -0.9915634 -0.99557392 -0.99828988 -0.99447666 -0.99696935 -0.99792978 -0.9957492 -0.994958 -0.99618577 -0.99347527 -0.99537756 -0.99663952 -0.99445443 -0.99869816 -0.99875787 6
709 WALKING_UPSTAIRS 0.27273142 -0.028275581 -0.12707511 -0.99619281 -0.965002 -0.93402533 0.89607129 -0.35656824 0.17396375 -0.99643688 -0.96766096 -0.93331328 0.076564628 0.025997598 0.02048294 -0.9931134 -0.98218312 -0.98358199 -0.036293119 -0.091957333 0.12708226 -0.99001505 -0.97585238 -0.97071251 -0.096603543 -0.046026635 -0.049628972 -0.992172 -0.99021702 -0.98321387 -0.96286027 -0.96330507 -0.96286027 -0.96330507 -0.98742203 -0.98666896 -0.9735813 -0.96694023 -0.99146426 -0.98795577 -0.99484252 -0.97325547 -0.96209226 -0.99688076 -0.96218021 -0.92464907 -0.99294324 -0.9830441 -0.98233596 -0.9939418 -0.98233209 -0.98319098 -0.98837688 -0.97927241 -0.97310729 -0.99046342 -0.97396204 -0.97241094 -0.97508372 -0.96182826 -0.98690045 -0.98482093 -0.97886492 -0.96522959 -0.98865388 -0.98742298 5
710 WALKING_DOWNSTAIRS 0.2727471 -0.023042517 -0.12040509 -0.98675421 -0.94416167 -0.98246297 0.9300687 -0.32060146 -0.072966566 -0.99627158 -0.98592323 -0.9883142 0.075193757 -0.0020428131 -0.0025820278 -0.98346755 -0.96517602 -0.98638625 -0.066678962 -0.052947564 0.081775823 -0.93344494 -0.96678382 -0.9757494 -0.080387376 -0.057879038 -0.077049436 -0.96412056 -0.98581949 -0.98281131 -0.9776047 -0.96086303 -0.9776047 -0.96086303 -0.98222648 -0.97544722 -0.94219587 -0.90780551 -0.98381336 -0.97400886 -0.98365753 -0.94910557 -0.9834752 -0.98816513 -0.94406851 -0.98228615 -0.98268509 -0.96693391 -0.98473084 -0.98596647 -0.96544837 -0.98648851 -0.93632982 -0.96968819 -0.96845075 -0.93343373 -0.96520082 -0.98089303 -0.96524717 -0.96324693 -0.97620476 -0.97286363 -0.94559852 -0.90227251 -0.97903288 -0.96958769 5
711 WALKING_DOWNSTAIRS 0.27274802 -0.015981187 -0.10868394 -0.99321342 -0.99536028 -0.99520976 -0.18072981 0.8517403 0.45372269 -0.99781178 -0.99860983 -0.99827045 0.07188283 0.017820093 -0.0095568412 -0.98940143 -0.99058216 -0.99482652 -0.030677807 -0.07672478 0.082297468 -0.99784152 -0.99435288 -0.99436832 -0.097335427 -0.039755401 -0.052107043 -0.99726784 -0.99513594 -0.99213004 -0.99672277 -0.99579894 -0.99672277 -0.99579894 -0.99268529 -0.99470655 -0.99503134 -0.99736893 -0.9958385 -0.99601581 -0.99123818 -0.99283148 -0.99419889 -0.99416234 -0.99616543 -0.99544086 -0.98979553 -0.99086692 -0.99377051 -0.98985687 -0.99086124 -0.99438896 -0.99703541 -0.99466519 -0.99287304 -0.99807597 -0.99409846 -0.99545364 -0.99422288 -0.99704218 -0.99381807 -0.9948202 -0.99684445 -0.99827669 -0.9958929 -0.99609175 6
712 STANDING 0.27275585 -0.0089249167 -0.090548054 -0.99602218 -0.96999502 -0.9633492 0.97036981 -0.016165358 0.10279602 -0.99649849 -0.9860967 -0.9615628 0.074818037 0.0086022493 0.007688319 -0.99212044 -0.97922658 -0.99067417 -0.044020392 -0.07325407 0.079976042 -0.95453498 -0.98007534 -0.98230103 -0.10970103 -0.050675687 -0.053332393 -0.98224484 -0.99102729 -0.99170309 -0.97540672 -0.97557829 -0.97540672 -0.97557829 -0.98882344 -0.99087991 -0.96713499 -0.94094265 -0.98989619 -0.98958554 -0.99513145 -0.97163323 -0.98133851 -0.99641169 -0.96991953 -0.95633411 -0.99360061 -0.97812994 -0.98925953 -0.9911199 -0.98226117 -0.99057336 -0.9629736 -0.98187202 -0.98346683 -0.95312335 -0.97904202 -0.98334338 -0.98150152 -0.97489651 -0.98944016 -0.99193157 -0.96810525 -0.93604391 -0.98919838 -0.99044426 5
713 WALKING 0.27278629 -0.034461224 -0.12698147 -0.35126893 -0.08365077 0.039705168 0.86958122 -0.40261704 -0.10752489 -0.97940145 -0.96939257 -0.91608038 -0.071870404 -0.024276075 0.062495964 -0.43679942 -0.3595348 -0.67668059 -0.31617853 0.18081368 0.18314516 -0.71935454 0.099292965 -0.56301984 0.02568456 -0.038639506 -0.09899507 -0.63284607 -0.55081692 -0.56770994 -0.15408232 -0.2403416 -0.15408232 -0.2403416 -0.48707179 -0.37452477 -0.11443807 -0.21368809 -0.58483582 -0.56071399 -0.43752942 -0.28273743 -0.44286946 -0.32011831 -0.049783612 0.16464082 -0.47210768 -0.41708348 -0.66355759 -0.44942811 -0.33865923 -0.68746639 -0.59282603 -0.29826738 -0.46570154 -0.76124411 0.27730803 -0.64011064 -0.3834824 -0.28868445 -0.37614926 -0.37613966 -0.34293845 -0.26291261 -0.54426233 -0.61540753 2
714 LAYING 0.27283928 -0.022210733 -0.096266042 -0.99092486 -0.96565052 -0.97178863 0.94194696 -0.26443597 0.11391921 -0.99111981 -0.9694721 -0.97599768 0.082611856 0.03087357 -0.0070155847 -0.98701399 -0.97893206 -0.99053031 -0.0325177 -0.064708131 0.072959841 -0.98178372 -0.97722617 -0.96956985 -0.091905785 -0.052012196 -0.035947034 -0.98533119 -0.98677972 -0.98420748 -0.97975764 -0.97527927 -0.97975764 -0.97527927 -0.98643437 -0.99038383 -0.9741572 -0.97706716 -0.98640566 -0.98891296 -0.98815871 -0.96568249 -0.98130667 -0.99227375 -0.96670574 -0.96781045 -0.98624455 -0.9799128 -0.98803152 -0.98918602 -0.9791675 -0.99176868 -0.97685037 -0.97678112 -0.96921664 -0.98328342 -0.97757553 -0.97229882 -0.97831379 -0.97616855 -0.99019662 -0.98915686 -0.97815373 -0.98005083 -0.98718621 -0.99230058 5
715 WALKING_DOWNSTAIRS 0.27287741 -0.033118448 -0.086875067 -0.41689754 -0.080907271 -0.3690575 0.93678815 -0.25385758 -0.14009704 -0.98865672 -0.95569331 -0.94417961 0.11470183 0.12191758 0.04023228 -0.34424743 -0.067606942 -0.51704554 -0.022775524 -0.052468916 0.070895558 -0.5503076 -0.604228 -0.48509718 -0.12271176 -0.15661253 -0.035568594 -0.37427776 -0.72912032 -0.52796757 -0.28711564 -0.37296823 -0.28711564 -0.37296823 -0.31385697 -0.19528514 -0.47124332 -0.61071488 -0.60480948 -0.61531861 -0.45893277 -0.20142784 -0.48086927 -0.4010125 -0.079697187 -0.35938217 -0.41534816 -0.23004925 -0.57881245 -0.32933321 0.039333149 -0.46601392 -0.48907639 -0.65813718 -0.50297882 -0.57108418 -0.57696393 -0.52630687 -0.4378808 -0.4362703 -0.34650822 -0.039433226 -0.66077123 -0.64347514 -0.67973799 -0.56910922 1
716 WALKING_DOWNSTAIRS 0.27293268 -0.039067631 -0.11017159 -0.91668203 -0.78666471 -0.85895319 0.95062873 -0.24899157 0.093885833 -0.99581734 -0.95511384 -0.96315344 0.058691536 -0.085784361 0.023471226 -0.87970953 -0.83639807 -0.92566024 -0.057211559 -0.0062257544 0.12797111 -0.81649949 -0.79689834 -0.8172374 -0.017160866 -0.010208438 -0.10173568 -0.84436692 -0.92527903 -0.87102566 -0.86723753 -0.86222112 -0.86723753 -0.86222112 -0.8812592 -0.8643913 -0.80270909 -0.71858578 -0.89575605 -0.90247448 -0.89444924 -0.77192352 -0.88308718 -0.9272577 -0.80768655 -0.85608962 -0.87863812 -0.83292531 -0.91942727 -0.89202701 -0.85290133 -0.93015636 -0.78165469 -0.8378235 -0.79867017 -0.82768501 -0.7765381 -0.84036119 -0.84618514 -0.89274009 -0.86467851 -0.86339258 -0.80740769 -0.7140411 -0.91064424 -0.89875651 5
717 WALKING_UPSTAIRS 0.27295758 -0.022500824 -0.11037456 -0.99511927 -0.98170391 -0.98735559 0.87639678 -0.40104629 0.16442112 -0.99758621 -0.99289645 -0.99670062 0.074249805 0.0028183364 -0.0045185531 -0.98937353 -0.98573076 -0.98423111 -0.031874422 -0.06730364 0.092760149 -0.98523481 -0.97949229 -0.98927849 -0.098860553 -0.044538716 -0.0500067 -0.98963381 -0.98936005 -0.99327619 -0.99047019 -0.99023976 -0.99047019 -0.99023976 -0.98733733 -0.9871543 -0.98397612 -0.97513502 -0.99134492 -0.99029309 -0.99304233 -0.981671 -0.98543573 -0.99623649 -0.98176617 -0.98886147 -0.98958588 -0.98491304 -0.98230678 -0.99005023 -0.98790531 -0.9846073 -0.98404634 -0.98126899 -0.98839634 -0.98558153 -0.97847464 -0.99046287 -0.98777215 -0.99281551 -0.98574822 -0.98803022 -0.97969016 -0.97607056 -0.98989829 -0.99118354 5
